 ID, Longitude, Latitude, Population, Total Votes, Republican Vote Share, Democratic Vote Share
400099665001180,-99.779415,35.2414055,3,5.73,0.9197207678883071,0.08027923211169286
400099665001181,-99.814581,35.237762,2,3.14,0.8535031847133758,0.14649681528662417
400099665001182,-99.814713,35.240857,0,0.0,0,0
400099665001183,-99.79194749999999,35.2323935,0,0.0,0,0
400099665001184,-99.7906695,35.23239099999999,0,0.0,0,0
400099665001185,-99.79498699999999,35.229994,0,0.0,0,0
400099665001186,-99.81806499999999,35.2285845,0,0.0,0,0
400099665001187,-99.8004535,35.226842,0,0.0,0,0
400099665001188,-99.77943149999999,35.231786,0,0.0,0,0
400099665001189,-99.7617655,35.2263375,0,0.0,0,0
400099665001190,-99.754897,35.221545,0,0.0,0,0
400099665001191,-99.7468155,35.2288805,3,5.73,0.9197207678883071,0.08027923211169286
400099665001192,-99.76283699999999,35.2118295,0,0.0,0,0
400099665001193,-99.77962099999999,35.2118225,0,0.0,0,0
400099665001194,-99.79712049999999,35.2118055,3,4.7,0.8531914893617021,0.14680851063829792
400099665001195,-99.81474599999999,35.211816999999996,6,9.44,0.8506355932203391,0.1493644067796609
400099665001196,-99.8100995,35.221464999999995,0,0.0,0,0
400099665001197,-99.81033149999999,35.2215955,0,0.0,0,0
400099665001198,-99.814754,35.222092,1,1.57,0.8535031847133758,0.14649681528662417
400099665001199,-99.819014,35.225211,7,10.979999999999999,0.8524590163934427,0.14754098360655732
400099665001200,-99.819205,35.217068499999996,0,0.0,0,0
400099665001201,-99.8189575,35.2169635,0,0.0,0,0
400099665001202,-99.8323905,35.2148585,0,0.0,0,0
400099665001203,-99.83238499999999,35.216990499999994,12,18.83,0.8518321826872013,0.1481678173127987
400099665001204,-99.8324125,35.220856,0,0.0,0,0
400099665001205,-99.847432,35.219626500000004,9,14.11,0.852586817859674,0.14741318214032595
400099665001206,-99.853873,35.222941999999996,17,26.669999999999995,0.8518935133108363,0.1481064866891637
400099665001207,-99.867143,35.222556,16,25.119999999999997,0.8511146496815287,0.14888535031847128
400099665001208,-99.86713599999999,35.220595,9,14.11,0.852586817859674,0.14741318214032595
400099665001209,-99.86893649999999,35.226299,0,0.0,0,0
400099665001210,-99.870739,35.228078,0,0.0,0,0
400099665001211,-99.85891,35.229991999999996,9,14.11,0.852586817859674,0.14741318214032595
400099665001212,-99.8500565,35.240765999999994,2,3.14,0.8535031847133758,0.14649681528662417
400099665001213,-99.83238899999999,35.2407805,2,3.14,0.8535031847133758,0.14649681528662417
400099665001214,-99.8540585,35.22671,0,0.0,0,0
400099665001215,-99.86775,35.240764,0,0.0,0,0
400099665001216,-99.8677055,35.255283500000004,4,6.27,0.8532695374800638,0.14673046251993616
400099665001217,-99.84914799999999,35.214845,0,0.0,0,0
400099665001218,-99.849996,35.216932,6,9.44,0.8506355932203391,0.1493644067796609
400099665001219,-99.8562455,35.2186915,0,0.0,0,0
400099665001220,-99.873784,35.22631,0,0.0,0,0
400099665001221,-99.8739775,35.228058499999996,0,0.0,0,0
400099665001222,-99.88448700000001,35.230078999999996,8,12.559999999999999,0.8511146496815287,0.14888535031847128
400099665001223,-99.9022895,35.230113,0,0.0,0,0
400099665001224,-99.9029315,35.2264115,0,0.0,0,0
400099665001225,-99.92955649999999,35.2289525,0,0.0,0,0
400099665001226,-99.9693215,35.2297965,0,0.0,0,0
400099665001227,-99.96931849999999,35.230802,1,1.57,0.8535031847133758,0.14649681528662417
400099665001228,-99.986951,35.241006999999996,3,4.7,0.8531914893617021,0.14680851063829792
400099665001229,-99.98685449999999,35.262741500000004,0,0.0,0,0
400099665001230,-99.9779035,35.286547,0,0.0,0,0
400099665001231,-99.9957995,35.288712000000004,0,0.0,0,0
400099665001232,-99.99838249999999,35.298783,0,0.0,0,0
400099665001233,-99.9958215,35.300537500000004,0,0.0,0,0
400099665001234,-99.99152649999999,35.317196499999994,0,0.0,0,0
400099665001235,-99.99582000000001,35.262849,9,14.11,0.852586817859674,0.14741318214032595
400099665001236,-99.99584899999999,35.2377725,3,4.7,0.8531914893617021,0.14680851063829792
400099665001237,-99.99580649999999,35.228899,0,0.0,0,0
400099665001238,-100.0001815,35.2249925,0,0.0,0,0
400099665001239,-99.9958085,35.2273165,0,0.0,0,0
400099665001240,-99.99581549999999,35.223558,0,0.0,0,0
400099665001241,-99.9977835,35.221522,0,0.0,0,0
400099665001242,-99.99339599999999,35.22072,0,0.0,0,0
400099665001243,-99.9946315,35.2207165,0,0.0,0,0
400099665001244,-99.96932849999999,35.2254755,5,7.81,0.8553137003841229,0.1446862996158771
400099665001245,-99.985377,35.221362,0,0.0,0,0
400099665001246,-99.9831905,35.21953,0,0.0,0,0
400099665001247,-99.9295965,35.225249000000005,2,3.14,0.8535031847133758,0.14649681528662417
400099665001248,-99.902931,35.2217485,0,0.0,0,0
400099665001249,-99.89837549999999,35.2201635,7,10.979999999999999,0.8524590163934427,0.14754098360655732
400099665001250,-99.920737,35.2171635,0,0.0,0,0
400099665001251,-99.86884,35.219381999999996,1,1.57,0.8535031847133758,0.14649681528662417
400099665001252,-99.87153649999999,35.22468549999999,0,0.0,0,0
400099665001253,-99.87065,35.2196335,0,0.0,0,0
400099665001254,-99.89822849999999,35.214904000000004,0,0.0,0,0
400099665001255,-99.88545549999999,35.216896500000004,3,4.7,0.8531914893617021,0.14680851063829792
400099665001256,-99.88544300000001,35.226341500000004,0,0.0,0,0
400099665001257,-99.9888795,35.2236535,0,0.0,0,0
400099665001258,-99.9901735,35.222809999999996,3,4.7,0.8531914893617021,0.14680851063829792
400099665001259,-99.987572,35.222723,0,0.0,0,0
400099665001260,-99.987591,35.220721999999995,6,9.44,0.8506355932203391,0.1493644067796609
400099665001261,-99.990172,35.221813,0,0.0,0,0
400099665001262,-99.99017749999999,35.22073399999999,3,4.7,0.8531914893617021,0.14680851063829792
400099665001263,-99.9895425,35.219691499999996,1,1.57,0.8535031847133758,0.14649681528662417
400099665001264,-99.99081849999999,35.2196935,6,9.44,0.8506355932203391,0.1493644067796609
400099665001265,-99.99210249999999,35.219708,0,0.0,0,0
400099665001266,-99.9933825,35.219718,3,4.7,0.8531914893617021,0.14680851063829792
400099665001267,-99.99463699999998,35.2197445,0,0.0,0,0
400099665001268,-99.99463449999999,35.21943,0,0.0,0,0
400099665001269,-99.9070485,35.214620499999995,0,0.0,0,0
400099665001270,-99.907084,35.2098405,1,1.57,0.8535031847133758,0.14649681528662417
400099665001271,-99.9208185,35.211813,1,1.57,0.8535031847133758,0.14649681528662417
400099665001272,-99.93847749999999,35.2118195,0,0.0,0,0
400099665001273,-99.9452465,35.218091,0,0.0,0,0
400099665001274,-99.93840449999999,35.219117999999995,0,0.0,0,0
400099665001275,-99.936237,35.221031999999994,0,0.0,0,0
400099665001276,-99.9145355,35.197053499999996,1,1.57,0.8535031847133758,0.14649681528662417
400099665001277,-99.897064,35.197072,2,3.14,0.8535031847133758,0.14649681528662417
400099665001278,-99.885455,35.209819499999995,5,7.81,0.8553137003841229,0.1446862996158771
400099665001279,-99.877195,35.212106,8,12.559999999999999,0.8511146496815287,0.14888535031847128
400099665001280,-99.877179,35.2130595,12,18.83,0.8518321826872013,0.1481678173127987
400099665001281,-99.87716749999998,35.2144505,0,0.0,0,0
400099665001282,-99.88595799999999,35.21489699999999,0,0.0,0,0
400099665001283,-99.93263400000001,35.1970445,0,0.0,0,0
400099665001284,-99.95041549999999,35.197064999999995,4,6.27,0.8532695374800638,0.14673046251993616
400099665001285,-99.956144,35.211833,0,0.0,0,0
400099665001286,-99.95614,35.219120000000004,0,0.0,0,0
400099665001287,-99.97382499999999,35.219128,0,0.0,0,0
400099665001288,-99.985332,35.21912,0,0.0,0,0
400099665001289,-99.987084,35.2168015,0,0.0,0,0
400099665001290,-99.989552,35.2186275,1,1.57,0.8535031847133758,0.14649681528662417
400099665001291,-99.99083149999998,35.2186375,0,0.0,0,0
400099665001292,-99.99211349999999,35.2186365,4,6.27,0.8532695374800638,0.14673046251993616
400099665001293,-99.99337399999999,35.218655,0,0.0,0,0
400099665001294,-99.9946325,35.2193245,0,0.0,0,0
400099665001295,-99.99775749999999,35.219695,0,0.0,0,0
400099665001296,-99.99585199999999,35.2198395,0,0.0,0,0
400099665001297,-99.998341,35.221474,0,0.0,0,0
400099665001298,-99.998221,35.221599,0,0.0,0,0
400099665001299,-99.99370099999999,35.215582,1,1.57,0.8535031847133758,0.14649681528662417
400099665001300,-99.99462599999998,35.218653499999995,0,0.0,0,0
400099665001301,-99.9946485,35.216522999999995,0,0.0,0,0
400099665001302,-99.993402,35.2165265,1,1.57,0.8535031847133758,0.14649681528662417
400099665001303,-99.9946325,35.217566999999995,0,0.0,0,0
400099665001304,-99.99597549999999,35.2119665,0,0.0,0,0
400099665001305,-99.9869855,35.2115775,0,0.0,0,0
400099665001306,-99.973655,35.211839999999995,0,0.0,0,0
400099665001307,-99.96805,35.197151500000004,0,0.0,0,0
400099665001308,-99.979701,35.178857,0,0.0,0,0
400099665001309,-99.93246149999999,35.182184500000005,5,9.56,0.9184100418410043,0.08158995815899572
400099665001310,-99.914749,35.1821855,0,0.0,0,0
400099665001311,-99.897065,35.1822655,0,0.0,0,0
400099665001312,-99.879677,35.182255999999995,0,0.0,0,0
400099665001313,-99.8796485,35.1970405,0,0.0,0,0
400099665001314,-99.862157,35.1970455,13,20.4,0.8519607843137255,0.14803921568627454
400099665001315,-99.8500435,35.209744,7,10.979999999999999,0.8524590163934427,0.14754098360655732
400099665001316,-99.8324495,35.209672999999995,5,7.81,0.8553137003841229,0.1446862996158771
400099665001317,-99.862142,35.182278,0,0.0,0,0
400099665001318,-99.844411,35.182325500000005,0,0.0,0,0
400099665001319,-99.8444375,35.197066,2,3.14,0.8535031847133758,0.14649681528662417
400099665001320,-99.8267495,35.197091,1,1.57,0.8535031847133758,0.14649681528662417
400099665001321,-99.80909,35.197108,4,6.27,0.8532695374800638,0.14673046251993616
400099665001322,-99.791485,35.202440499999994,0,0.0,0,0
400099665001323,-99.773969,35.202341,0,0.0,0,0
400099665001324,-99.756616,35.1969655,0,0.0,0,0
400099665001325,-99.75872199999999,35.21175649999999,0,0.0,0,0
400099665001326,-99.82677799999999,35.182358,0,0.0,0,0
400099665001327,-99.8091585,35.182367,0,0.0,0,0
400099665001328,-99.7915075,35.1822645,0,0.0,0,0
400099665001329,-99.79149849999999,35.19602449999999,0,0.0,0,0
400099665001330,-99.77417750000001,35.196503,0,0.0,0,0
400099665001331,-99.77404949999999,35.18214,0,0.0,0,0
400099665001332,-99.756585,35.1821285,0,0.0,0,0
400099665001333,-99.7565585,35.1693705,0,0.0,0,0
400099665001334,-99.7560925,35.1460065,0,0.0,0,0
400099665001335,-99.721263,35.164066,0,0.0,0,0
400099665001336,-99.752136,35.136386,0,0.0,0,0
400099665001337,-99.72538349999999,35.1205005,0,0.0,0,0
400099665001338,-99.791478,35.1676985,0,0.0,0,0
400099665001339,-99.7212695,35.169464500000004,0,0.0,0,0
400099665001340,-99.8267695,35.1678605,0,0.0,0,0
400099665001341,-99.844414,35.167788,0,0.0,0,0
400099665001342,-99.8620845,35.1677835,0,0.0,0,0
400099665001343,-99.879669,35.167751499999994,0,0.0,0,0
400099665001344,-99.8969815,35.167742,1,1.9100000000000001,0.9162303664921465,0.08376963350785349
400099665001345,-99.8002355,35.116868,0,0.0,0,0
400099665001346,-99.78296649999999,35.1117385,0,0.0,0,0
400099665001347,-99.7562805,35.1259015,0,0.0,0,0
400099665001348,-99.8969225,35.1531725,0,0.0,0,0
400099665001349,-99.8706345,35.108098999999996,5,9.56,0.9184100418410043,0.08158995815899572
400099665001350,-99.8621615,35.121556999999996,0,0.0,0,0
400099665001351,-99.84440849999999,35.083565,0,0.0,0,0
400099665001352,-99.85357199999999,35.1024045,0,0.0,0,0
400099665001353,-99.86212599999999,35.145972,0,0.0,0,0
400099665001354,-99.84658049999999,35.153257499999995,0,0.0,0,0
400099665001355,-99.828994,35.1532655,1,1.9100000000000001,0.9162303664921465,0.08376963350785349
400099665001356,-99.809254,35.15327,0,0.0,0,0
400099665001357,-99.8091565,35.16785,0,0.0,0,0
400099665001358,-99.80904949999999,35.1386755,0,0.0,0,0
400099665001359,-99.82673700000001,35.124169499999994,0,0.0,0,0
400099665001360,-99.8443595,35.1314405,0,0.0,0,0
400099665001361,-99.9147265,35.138686,0,0.0,0,0
400099665001362,-99.914566,35.153167499999995,3,5.73,0.9197207678883071,0.08027923211169286
400099665001363,-99.914639,35.167665,0,0.0,0,0
400099665001364,-99.93233899999998,35.1676125,0,0.0,0,0
400099665001365,-99.95628049999999,35.158378,7,13.37,0.9184741959611069,0.08152580403889309
400099665001366,-99.950217,35.182243,0,0.0,0,0
400099665001367,-99.930687,35.0807475,0,0.0,0,0
400099665001368,-99.94439349999999,35.044888,0,0.0,0,0
400099665001369,-99.932234,35.127401,0,0.0,0,0
400099665001370,-99.932254,35.153045999999996,0,0.0,0,0
400099665001371,-99.9706655,35.1163695,0,0.0,0,0
400099665001372,-99.9568965,35.040261,0,0.0,0,0
400099665001373,-99.9703395,35.049853,2,3.8200000000000003,0.9214659685863874,0.07853403141361259
400099665001374,-99.96189749999999,35.0498895,0,0.0,0,0
400099665001375,-99.98029349999999,35.1045905,0,0.0,0,0
400099665001376,-99.9893375,35.082179999999994,0,0.0,0,0
400099665001377,-99.9938535,35.06596999999999,0,0.0,0,0
400099665001378,-99.9946665,35.0791705,0,0.0,0,0
400099665001379,-99.96506299999999,35.062376,0,0.0,0,0
400099665001380,-99.955196,35.0642425,0,0.0,0,0
400099665001381,-99.86504550000001,35.058685,0,0.0,0,0
400099665001382,-99.8621905,35.046870999999996,0,0.0,0,0
400099665001383,-99.843651,35.0608285,0,0.0,0,0
400099665001384,-99.8109685,35.0742595,0,0.0,0,0
400099665001385,-99.992086,35.0517395,0,0.0,0,0
400099665001386,-99.98499,35.0383505,0,0.0,0,0
400099665001387,-99.9938745,35.0415345,4,7.629999999999999,0.9200524246395808,0.07994757536041919
400099665001388,-99.80029199999998,35.05776,0,0.0,0,0
400099665001389,-99.8887505,35.057939,9,17.16,0.9201631701631701,0.07983682983682994
400099665001390,-99.711604,35.119697,0,0.0,0,0
400099665001391,-99.99212,35.217045,5,7.81,0.8553137003841229,0.1446862996158771
400099665001392,-99.993402,35.217568,0,0.0,0,0
400099665001393,-99.8469485,35.042854,0,0.0,0,0
400099665001394,-99.8331025,35.03787249999999,0,0.0,0,0
400099665001395,-99.802584,35.0461825,0,0.0,0,0
400099665001396,-99.800345,35.0359265,0,0.0,0,0
400099665001397,-99.710968,35.144208,0,0.0,0,0
400099665001398,-99.71102249999998,35.147341999999995,0,0.0,0,0
400099665001399,-99.800714,35.2269545,0,0.0,0,0
400099665001400,-99.89442199999999,35.283667,0,0.0,0,0
400099665001401,-99.89976949999999,35.2098405,1,1.57,0.8535031847133758,0.14649681528662417
400099665001402,-99.8279325,35.38892799999999,0,0.0,0,0
400099665001403,-99.94098349999999,35.2803105,0,0.0,0,0
400099665001404,-99.76159899999999,35.3520645,0,0.0,0,0
400099665001405,-99.897817,35.3613485,0,0.0,0,0
400099665001406,-99.76748699999999,35.330484,0,0.0,0,0
400099665001407,-99.76150299999999,35.348249499999994,0,0.0,0,0
400099665002000,-99.8626975,35.2181535,2,3.14,0.8535031847133758,0.14649681528662417
400099665002001,-99.867265,35.218520999999996,5,7.81,0.8553137003841229,0.1446862996158771
400099665002002,-99.868582,35.218526499999996,5,7.81,0.8553137003841229,0.1446862996158771
400099665002003,-99.8695075,35.2185295,0,0.0,0,0
400099665002004,-99.8704705,35.218532499999995,9,14.11,0.852586817859674,0.14741318214032595
400099665002005,-99.87123299999999,35.218037499999994,6,9.44,0.8506355932203391,0.1493644067796609
400099665002006,-99.87401449999999,35.217589,0,0.0,0,0
400099665002007,-99.86268999999999,35.217620999999994,6,9.44,0.8506355932203391,0.1493644067796609
400099665002008,-99.873814,35.216001,14,21.97,0.8520710059171598,0.14792899408284022
400099665002009,-99.87401249999999,35.216128,0,0.0,0,0
400099665002010,-99.8701155,35.216534499999995,2,3.14,0.8535031847133758,0.14649681528662417
400099665002011,-99.8695515,35.217507499999996,1,1.57,0.8535031847133758,0.14649681528662417
400099665002012,-99.8685745,35.217564499999995,10,15.709999999999999,0.8516868236791854,0.14831317632081464
400099665002013,-99.86726449999999,35.21751999999999,8,12.559999999999999,0.8511146496815287,0.14888535031847128
400099665002014,-99.8716085,35.2155165,7,10.979999999999999,0.8524590163934427,0.14754098360655732
400099665002015,-99.870126,35.215515499999995,9,14.11,0.852586817859674,0.14741318214032595
400099665002016,-99.8685735,35.215509,7,10.979999999999999,0.8524590163934427,0.14754098360655732
400099665002017,-99.8685695,35.216641499999994,0,0.0,0,0
400099665002018,-99.867257,35.216595,0,0.0,0,0
400099665002019,-99.8659295,35.216528499999995,2,3.14,0.8535031847133758,0.14649681528662417
400099665002020,-99.86465749999999,35.21654649999999,6,9.44,0.8506355932203391,0.1493644067796609
400099665002021,-99.8630525,35.2165425,9,14.11,0.852586817859674,0.14741318214032595
400099665002022,-99.8604585,35.2165715,2,3.14,0.8535031847133758,0.14649681528662417
400099665002023,-99.86046099999999,35.215754000000004,5,7.81,0.8553137003841229,0.1446862996158771
400099665002024,-99.863087,35.215512,11,17.26,0.8516801853997681,0.14831981460023191
400099665002025,-99.86435349999999,35.2155085,7,10.979999999999999,0.8524590163934427,0.14754098360655732
400099665002026,-99.865005,35.2155055,4,6.27,0.8532695374800638,0.14673046251993616
400099665002027,-99.8659515,35.21550499999999,0,0.0,0,0
400099665002028,-99.86726399999999,35.2155035,0,0.0,0,0
400099665002029,-99.86725949999999,35.2144275,0,0.0,0,0
400099665002030,-99.8685705,35.214428999999996,2,3.14,0.8535031847133758,0.14649681528662417
400099665002031,-99.86954,35.214429499999994,4,6.27,0.8532695374800638,0.14673046251993616
400099665002032,-99.87015249999999,35.214431,2,3.14,0.8535031847133758,0.14649681528662417
400099665002033,-99.870763,35.214433,2,3.14,0.8535031847133758,0.14649681528662417
400099665002034,-99.8713735,35.214431,1,1.57,0.8535031847133758,0.14649681528662417
400099665002035,-99.8719915,35.2144315,8,12.559999999999999,0.8511146496815287,0.14888535031847128
400099665002036,-99.8725895,35.2144325,3,4.7,0.8531914893617021,0.14680851063829792
400099665002037,-99.87318450000001,35.2144325,3,4.7,0.8531914893617021,0.14680851063829792
400099665002038,-99.87378749999999,35.214434499999996,0,0.0,0,0
400099665002039,-99.87474599999999,35.2144395,9,14.11,0.852586817859674,0.14741318214032595
400099665002040,-99.8759805,35.214445999999995,1,1.57,0.8535031847133758,0.14649681528662417
400099665002041,-99.87230249999999,35.213376,6,9.44,0.8506355932203391,0.1493644067796609
400099665002042,-99.87139149999999,35.213374,11,17.26,0.8516801853997681,0.14831981460023191
400099665002043,-99.87076599999999,35.213370499999996,5,7.81,0.8553137003841229,0.1446862996158771
400099665002044,-99.8701585,35.213367,5,7.81,0.8553137003841229,0.1446862996158771
400099665002045,-99.869541,35.213364,9,14.11,0.852586817859674,0.14741318214032595
400099665002046,-99.86891399999999,35.2133615,9,14.11,0.852586817859674,0.14741318214032595
400099665002047,-99.86827249999999,35.213363,2,3.14,0.8535031847133758,0.14649681528662417
400099665002048,-99.867264,35.213364999999996,10,15.709999999999999,0.8516868236791854,0.14831317632081464
400099665002049,-99.8659825,35.213365499999995,5,7.81,0.8553137003841229,0.1446862996158771
400099665002050,-99.865961,35.214423999999994,5,7.81,0.8553137003841229,0.1446862996158771
400099665002051,-99.865016,35.214419,3,4.7,0.8531914893617021,0.14680851063829792
400099665002052,-99.8643725,35.214416,6,9.44,0.8506355932203391,0.1493644067796609
400099665002053,-99.863091,35.214414,3,4.7,0.8531914893617021,0.14680851063829792
400099665002054,-99.861488,35.2144115,14,21.97,0.8520710059171598,0.14792899408284022
