 ID, Longitude, Latitude, Population, Total Votes, Republican Vote Share, Democratic Vote Share
290019501001000,-92.369518,40.339223,2,1.25,0.8320000000000001,0.16
290019501001001,-92.395742,40.3365745,6,3.7499999999999996,0.8293333333333334,0.16
290019501001002,-92.413239,40.336356499999994,10,6.26,0.8290734824281151,0.1597444089456869
290019501001003,-92.4298305,40.3357745,0,0.0,0,0
290019501001004,-92.43878,40.3356375,14,8.76,0.8287671232876712,0.1598173515981735
290019501001005,-92.45581899999999,40.3381325,4,2.4999999999999996,0.8280000000000001,0.16000000000000003
290019501001006,-92.469881,40.337937499999995,12,7.499999999999999,0.8293333333333334,0.16
290019501001007,-92.488564,40.337912,6,3.7499999999999996,0.8293333333333334,0.16
290019501001008,-92.50684799999999,40.337868,5,3.1299999999999994,0.8274760383386582,0.15974440894568692
290019501001009,-92.523001,40.337592,7,4.1499999999999995,0.7445783132530122,0.24096385542168677
290019501001010,-92.5404795,40.3400195,0,0.0,0,0
290019501001011,-92.548548,40.3409335,0,0.0,0,0
290019501001012,-92.5521335,40.334036999999995,0,0.0,0,0
290019501001013,-92.55936700000001,40.337090499999995,9,5.33,0.7448405253283302,0.24202626641651032
290019501001014,-92.563329,40.3422345,0,0.0,0,0
290019501001015,-92.5657625,40.3345295,9,5.33,0.7448405253283302,0.24202626641651032
290019501001016,-92.565569,40.340830499999996,24,14.229999999999999,0.7442023893183416,0.24174279690794098
290019501001017,-92.56546599999999,40.3428445,11,6.52,0.7438650306748467,0.2423312883435583
290019501001018,-92.567328,40.3422415,11,6.52,0.7438650306748467,0.2423312883435583
290019501001019,-92.589237,40.327967,34,20.150000000000002,0.7444168734491314,0.24168734491315133
290019501001020,-92.61597599999999,40.337838500000004,1,0.5900000000000001,0.7457627118644067,0.23728813559322032
290019501001021,-92.62313549999999,40.3376425,0,0.0,0,0
290019501001022,-92.6048825,40.323882999999995,24,14.229999999999999,0.7442023893183416,0.24174279690794098
290019501001023,-92.625362,40.3214765,4,2.36,0.7457627118644068,0.24152542372881355
290019501001024,-92.62691949999999,40.336056,7,4.1499999999999995,0.7445783132530122,0.24096385542168677
290019501001025,-92.6436445,40.3309005,24,19.77,0.8381385938290339,0.15174506828528073
290019501001026,-92.62933199999999,40.326813,0,0.0,0,0
290019501001027,-92.55663949999999,40.320744,18,10.67,0.7441424554826617,0.24179943767572634
290019501001028,-92.545228,40.326305000000005,4,2.36,0.7457627118644068,0.24152542372881355
290019501001029,-92.54068649999999,40.3265605,9,5.33,0.7448405253283302,0.24202626641651032
290019501001030,-92.54086749999999,40.3337865,1,0.5900000000000001,0.7457627118644067,0.23728813559322032
290019501001031,-92.52434199999999,40.326759499999994,2,1.19,0.7394957983193278,0.24369747899159663
290019501001032,-92.504502,40.325207999999996,7,4.38,0.8287671232876712,0.1598173515981735
290019501001033,-92.48624050000001,40.32517849999999,0,0.0,0,0
290019501001034,-92.46982249999999,40.32342,7,4.38,0.8287671232876712,0.1598173515981735
290019501001035,-92.4557385,40.323651,4,2.4999999999999996,0.8280000000000001,0.16000000000000003
290019501001036,-92.441386,40.322061999999995,0,0.0,0,0
290019501001037,-92.47442099999999,40.3089085,1,0.63,0.8253968253968255,0.15873015873015875
290019501001038,-92.486275,40.314261,0,0.0,0,0
290019501001039,-92.50281,40.314296,7,4.38,0.8287671232876712,0.1598173515981735
290019501001040,-92.513914,40.314964,5,3.1299999999999994,0.8274760383386582,0.15974440894568692
290019501001041,-92.52610049999998,40.315884,3,1.77,0.7457627118644068,0.24293785310734461
290019501001042,-92.5345805,40.315642999999994,10,5.92,0.7449324324324325,0.24155405405405406
290019501001043,-92.532354,40.306428999999994,4,2.36,0.7457627118644068,0.24152542372881355
290019501001044,-92.55752749999999,40.306273000000004,19,11.260000000000002,0.7442273534635879,0.24156305506216694
290019501001045,-92.59210949999999,40.3085015,56,33.2,0.7439759036144578,0.24186746987951804
290019501001046,-92.59671549999999,40.298542,21,12.45,0.7437751004016064,0.24176706827309236
290019501001047,-92.6181185,40.3006975,6,3.5599999999999996,0.7443820224719102,0.2415730337078652
290019501001048,-92.62631400000001,40.314505,6,3.5599999999999996,0.7443820224719102,0.2415730337078652
290019501001049,-92.6455805,40.312411,17,14.009999999999998,0.8372591006423984,0.15203426124197003
290019501001050,-92.645936,40.2944865,4,3.2999999999999994,0.8363636363636364,0.15151515151515155
290019501001051,-92.6366855,40.2929835,12,9.879999999999999,0.8380566801619433,0.15182186234817815
290019501001052,-92.629708,40.296667,0,0.0,0,0
290019501001053,-92.6208755,40.290518,0,0.0,0,0
290019501001054,-92.6197995,40.294841999999996,13,7.69,0.7451235370611183,0.24187256176853056
290019501001055,-92.6078835,40.284009499999996,2,1.19,0.7394957983193278,0.24369747899159663
290019501001056,-92.607726,40.2812385,0,0.0,0,0
290019501001057,-92.59012999999999,40.2823825,11,6.52,0.7438650306748467,0.2423312883435583
290019501001058,-92.5658455,40.286266999999995,36,21.34,0.7441424554826617,0.24179943767572634
290019501001059,-92.53502699999999,40.2902835,23,13.63,0.743947175348496,0.24211298606016138
290019501001060,-92.5180775,40.299167999999995,0,0.0,0,0
290019501001061,-92.520305,40.305047,0,0.0,0,0
290019501001062,-92.51624749999999,40.3040295,0,0.0,0,0
290019501001063,-92.5022695,40.305143,2,1.25,0.8320000000000001,0.16
290019501001064,-92.5237065,40.275955999999994,6,3.5599999999999996,0.7443820224719102,0.2415730337078652
290019501001065,-92.539547,40.275808999999995,3,1.77,0.7457627118644068,0.24293785310734461
